,molecule,basis,energy,energyMRA,energyE,augmentation,polarization,mol_system,valence,Type
594,CS,aug-cc-pCVQZ,-435.361467903298,-435.3623854607222,0.0009175574242021867,aug,CV,Second-row,Q,aug-cc-pCVnZ
595,He,aug-cc-pCVQZ,-2.861521995632,-2.861679278747712,0.00015728311571194808,aug,CV,First-row,Q,aug-cc-pCVnZ
596,SiH4,aug-cc-pCVQZ,-291.267895883463,-291.2685971476531,0.000701264190126949,aug,CV,Second-row,Q,aug-cc-pCVnZ
597,CO,aug-cc-pCVQZ,-112.789287934924,-112.79090134457724,0.0016134096532312014,aug,CV,First-row,Q,aug-cc-pCVnZ
598,O3,aug-cc-pCVQZ,-224.357980355971,-224.36164650651108,0.0036661505400843453,aug,CV,First-row,Q,aug-cc-pCVnZ
599,BHF2,aug-cc-pCVQZ,-224.373434430085,-224.37774418031327,0.00430975022825919,aug,CV,Fluorine,Q,aug-cc-pCVnZ
600,NaCN,aug-cc-pCVQZ,-254.22631237173,-254.22764856593096,0.0013361942009737504,aug,CV,Second-row,Q,aug-cc-pCVnZ
601,CH3F,aug-cc-pCVQZ,-139.107615742709,-139.11028544439,0.002669701681014658,aug,CV,Fluorine,Q,aug-cc-pCVnZ
602,C6H6,aug-cc-pCVQZ,-230.794296016487,-230.7969690049737,0.002672988486693839,aug,CV,First-row,Q,aug-cc-pCVnZ
603,Li2,aug-cc-pCVQZ,-14.871498110599,-14.871561219608218,6.310900921846496e-05,aug,CV,First-row,Q,aug-cc-pCVnZ
604,FCN,aug-cc-pCVQZ,-191.784318688999,-191.78747330817856,0.0031546191795541745,aug,CV,Fluorine,Q,aug-cc-pCVnZ
605,CH3NH2,aug-cc-pCVQZ,-95.261646058475,-95.26309728117376,0.001451222698761967,aug,CV,First-row,Q,aug-cc-pCVnZ
606,SiH3Cl,aug-cc-pCVQZ,-750.270399632722,-750.2716834824572,0.0012838497351594924,aug,CV,Second-row,Q,aug-cc-pCVnZ
607,NH2F,aug-cc-pCVQZ,-155.038628172058,-155.0414658687027,0.0028376966446899132,aug,CV,Fluorine,Q,aug-cc-pCVnZ
608,CO2,aug-cc-pCVQZ,-187.722131249493,-187.7248974832067,0.002766233713686006,aug,CV,First-row,Q,aug-cc-pCVnZ
609,HCP,aug-cc-pCVQZ,-379.159440999289,-379.1603611802437,0.0009201809546652839,aug,CV,Second-row,Q,aug-cc-pCVnZ
610,NH2OH,aug-cc-pCVQZ,-131.051824333457,-131.05393326435697,0.0021089308999648892,aug,CV,First-row,Q,aug-cc-pCVnZ
611,N2H2,aug-cc-pCVQZ,-110.037728737376,-110.03919648733287,0.0014677499568733765,aug,CV,First-row,Q,aug-cc-pCVnZ
612,HNO,aug-cc-pCVQZ,-129.845611787353,-129.84754248483563,0.0019306974826349688,aug,CV,First-row,Q,aug-cc-pCVnZ
613,ClF,aug-cc-pCVQZ,-558.917380662661,-558.9201627529852,0.002782090324217279,aug,CV,Second-row,Q,aug-cc-pCVnZ
614,LiBH4,aug-cc-pCVQZ,-34.471048453987,-34.471596967704144,0.0005485137171419296,aug,CV,First-row,Q,aug-cc-pCVnZ
615,HNC,aug-cc-pCVQZ,-92.89898970119,-92.90011293647468,0.0011232352846803906,aug,CV,First-row,Q,aug-cc-pCVnZ
616,H2O,aug-cc-pCVQZ,-76.066051243359,-76.06744053579361,0.0013892924346095015,aug,CV,First-row,Q,aug-cc-pCVnZ
617,HCOOH,aug-cc-pCVQZ,-188.848070848597,-188.8510042006056,0.002933352008597012,aug,CV,First-row,Q,aug-cc-pCVnZ
618,HOF,aug-cc-pCVQZ,-174.81891555262,-174.82228692034073,0.003371367720717444,aug,CV,Fluorine,Q,aug-cc-pCVnZ
619,HBO,aug-cc-pCVQZ,-100.21245115832,-100.21398400383433,0.001532845514333303,aug,CV,First-row,Q,aug-cc-pCVnZ
620,HOOH,aug-cc-pCVQZ,-150.845877531185,-150.84848665107518,0.0026091198901667667,aug,CV,First-row,Q,aug-cc-pCVnZ
621,NH2Cl,d-aug-cc-pVDZ,-515.082436289547,-515.1206993559537,0.03826306640667099,d-aug,V,Second-row,D,d-aug-cc-pVnZ
622,NaLi,d-aug-cc-pVDZ,-169.286869110078,-169.2937090991357,0.006839989057709772,d-aug,V,Second-row,D,d-aug-cc-pVnZ
623,F2,d-aug-cc-pVDZ,-198.699649629498,-198.77343264581,0.07378301631200657,d-aug,V,Fluorine,D,d-aug-cc-pVnZ
624,HNS,d-aug-cc-pVDZ,-452.49248583662,-452.5308596955956,0.038373858975603525,d-aug,V,Second-row,D,d-aug-cc-pVnZ
625,N2,d-aug-cc-pVDZ,-108.960883821974,-108.99318488339196,0.03230106141796796,d-aug,V,First-row,D,d-aug-cc-pVnZ
626,HCHO,d-aug-cc-pVDZ,-113.885429024094,-113.9229129357792,0.037483911685200155,d-aug,V,First-row,D,d-aug-cc-pVnZ
627,SF2,d-aug-cc-pVDZ,-596.366013860511,-596.4748975932308,0.1088837327198462,d-aug,V,Second-row,D,d-aug-cc-pVnZ
628,LiH,d-aug-cc-pVDZ,-7.984583065128,-7.9873491301479,0.002766065019899955,d-aug,V,First-row,D,d-aug-cc-pVnZ
629,Na2,d-aug-cc-pVDZ,-323.704705923488,-323.7170093510182,0.012303427530184763,d-aug,V,Second-row,D,d-aug-cc-pVnZ
630,SiO,d-aug-cc-pVDZ,-363.802635987245,-363.8553384434818,0.05270245623677283,d-aug,V,Second-row,D,d-aug-cc-pVnZ
631,Mg,d-aug-cc-pVDZ,-199.608352729945,-199.61463177308352,0.006279043138505358,d-aug,V,Second-row,D,d-aug-cc-pVnZ
632,BH2Cl,d-aug-cc-pVDZ,-485.377247606377,-485.4050785127743,0.02783090639729835,d-aug,V,Second-row,D,d-aug-cc-pVnZ
633,SH2,d-aug-cc-pVDZ,-398.698183172162,-398.720249758543,0.02206658638101544,d-aug,V,Second-row,D,d-aug-cc-pVnZ
634,P2,d-aug-cc-pVDZ,-681.470178061947,-681.5002419595646,0.03006389761765149,d-aug,V,Second-row,D,d-aug-cc-pVnZ
635,HOCl,d-aug-cc-pVDZ,-534.887796553489,-534.9347567499336,0.046960196444615576,d-aug,V,Second-row,D,d-aug-cc-pVnZ
636,N2H4,d-aug-cc-pVDZ,-111.1943657518,-111.22886565240296,0.034499900602952494,d-aug,V,First-row,D,d-aug-cc-pVnZ
637,NaCl,d-aug-cc-pVDZ,-621.438554892922,-621.4605931601421,0.022038267220182206,d-aug,V,Second-row,D,d-aug-cc-pVnZ
638,HCCCl,d-aug-cc-pVDZ,-535.739838005941,-535.7866704648576,0.046832458916583164,d-aug,V,Second-row,D,d-aug-cc-pVnZ
639,SiH3F,d-aug-cc-pVDZ,-390.177181924928,-390.2484129041651,0.0712309792371002,d-aug,V,Second-row,D,d-aug-cc-pVnZ
640,HCl,d-aug-cc-pVDZ,-460.092775762348,-460.1128288640629,0.020053101714893273,d-aug,V,Second-row,D,d-aug-cc-pVnZ
641,P2H4,d-aug-cc-pVDZ,-683.798346648413,-683.8400444467295,0.04169779831647702,d-aug,V,Second-row,D,d-aug-cc-pVnZ
642,HCN,d-aug-cc-pVDZ,-92.887473610022,-92.91544634893856,0.027972738916560047,d-aug,V,First-row,D,d-aug-cc-pVnZ
643,H2,d-aug-cc-pVDZ,-1.128808321236,-1.1336222994266816,0.004813978190681523,d-aug,V,First-row,D,d-aug-cc-pVnZ
644,Mg2,d-aug-cc-pVDZ,-399.213974884888,-399.2265787145141,0.012603829626129937,d-aug,V,Second-row,D,d-aug-cc-pVnZ
645,CSO,d-aug-cc-pVDZ,-510.299868688584,-510.3560432360895,0.05617454750546358,d-aug,V,Second-row,D,d-aug-cc-pVnZ
646,PH3O,d-aug-cc-pVDZ,-417.33930303728,-417.412960631196,0.07365759391598203,d-aug,V,Second-row,D,d-aug-cc-pVnZ
647,FNO,d-aug-cc-pVDZ,-228.655268155609,-228.72966687021048,0.07439871460147174,d-aug,V,Fluorine,D,d-aug-cc-pVnZ
648,S2H2,d-aug-cc-pVDZ,-796.230330857668,-796.2748019998024,0.04447114213439818,d-aug,V,Second-row,D,d-aug-cc-pVnZ
649,CH3OH,d-aug-cc-pVDZ,-115.061492495032,-115.10105789918822,0.03956540415622101,d-aug,V,First-row,D,d-aug-cc-pVnZ
650,NH3O,d-aug-cc-pVDZ,-130.975682239848,-131.01719613094002,0.041513891092023414,d-aug,V,First-row,D,d-aug-cc-pVnZ
651,BF,d-aug-cc-pVDZ,-124.115413570604,-124.16860420179052,0.05319063118651002,d-aug,V,Fluorine,D,d-aug-cc-pVnZ
652,OCl2,d-aug-cc-pVDZ,-993.731592718556,-993.7989307472096,0.0673380286535803,d-aug,V,Second-row,D,d-aug-cc-pVnZ
653,HBS,d-aug-cc-pVDZ,-422.817505521895,-422.8426665433457,0.02516102145068544,d-aug,V,Second-row,D,d-aug-cc-pVnZ
654,C2H2,d-aug-cc-pVDZ,-76.828833232449,-76.85569409750497,0.026860865055965633,d-aug,V,First-row,D,d-aug-cc-pVnZ
655,HF,d-aug-cc-pVDZ,-100.033648987942,-100.07080831122995,0.037159323287951906,d-aug,V,Fluorine,D,d-aug-cc-pVnZ
656,SO2,d-aug-cc-pVDZ,-547.207946302309,-547.3272441948739,0.11929789256487311,d-aug,V,Second-row,D,d-aug-cc-pVnZ
657,Cl2,d-aug-cc-pVDZ,-918.966754772429,-919.0108100759442,0.04405530351516518,d-aug,V,Second-row,D,d-aug-cc-pVnZ
658,Ar,d-aug-cc-pVDZ,-526.801015957918,-526.8175012159218,0.016485258003740455,d-aug,V,Second-row,D,d-aug-cc-pVnZ
659,PH3,d-aug-cc-pVDZ,-342.472045429944,-342.49455275696744,0.022507327023447488,d-aug,V,Second-row,D,d-aug-cc-pVnZ
660,NH3,d-aug-cc-pVDZ,-56.205667417805,-56.2249450087954,0.019277590990398608,d-aug,V,First-row,D,d-aug-cc-pVnZ
661,CH2BH,d-aug-cc-pVDZ,-64.231269999386,-64.25221923994584,0.02094924055984393,d-aug,V,First-row,D,d-aug-cc-pVnZ
662,HCCF,d-aug-cc-pVDZ,-175.666043364548,-175.72950415795736,0.06346079340937649,d-aug,V,Fluorine,D,d-aug-cc-pVnZ
663,CH2NH,d-aug-cc-pVDZ,-94.047113628137,-94.07615662952324,0.02904300138624194,d-aug,V,First-row,D,d-aug-cc-pVnZ
664,SCl2,d-aug-cc-pVDZ,-1316.51591700654,-1316.5829079576567,0.06699095111684983,d-aug,V,Second-row,D,d-aug-cc-pVnZ
665,CH3SH,d-aug-cc-pVDZ,-437.729236567638,-437.7653462094153,0.03610964177732967,d-aug,V,Second-row,D,d-aug-cc-pVnZ
666,CH3Cl,d-aug-cc-pVDZ,-499.120264059205,-499.1538869843695,0.03362292516447951,d-aug,V,Second-row,D,d-aug-cc-pVnZ
667,BeH2,d-aug-cc-pVDZ,-15.768571986257,-15.773218276632424,0.0046462903754243,d-aug,V,First-row,D,d-aug-cc-pVnZ
668,LiCl,d-aug-cc-pVDZ,-467.038708865761,-467.0561555507923,0.017446685031302422,d-aug,V,Second-row,D,d-aug-cc-pVnZ
669,HCHS,d-aug-cc-pVDZ,-436.534224231282,-436.5666245145548,0.03240028327280697,d-aug,V,Second-row,D,d-aug-cc-pVnZ
670,NaH,d-aug-cc-pVDZ,-162.384628576183,-162.39334594193485,0.008717365751863326,d-aug,V,Second-row,D,d-aug-cc-pVnZ
671,Ne,d-aug-cc-pVDZ,-128.496364405682,-128.54709508140573,0.05073067572374157,d-aug,V,First-row,D,d-aug-cc-pVnZ
672,BH3,d-aug-cc-pVDZ,-26.391438335143,-26.402604195447275,0.011165860304274133,d-aug,V,First-row,D,d-aug-cc-pVnZ
673,C2H4,d-aug-cc-pVDZ,-78.043602039982,-78.07005740634631,0.02645536636430279,d-aug,V,First-row,D,d-aug-cc-pVnZ
674,ClCN,d-aug-cc-pVDZ,-551.795528486123,-551.8439976993157,0.04846921319267494,d-aug,V,Second-row,D,d-aug-cc-pVnZ
675,OF2,d-aug-cc-pVDZ,-273.489425142941,-273.5872079514327,0.09778280849167231,d-aug,V,Fluorine,D,d-aug-cc-pVnZ
676,CH4,d-aug-cc-pVDZ,-40.19971814102,-40.21707461893389,0.01735647791389283,d-aug,V,First-row,D,d-aug-cc-pVnZ
677,BH2F,d-aug-cc-pVDZ,-125.333219165761,-125.38651116165326,0.053291995892266186,d-aug,V,Fluorine,D,d-aug-cc-pVnZ
678,HCONH2,d-aug-cc-pVDZ,-168.964506121595,-169.01912623575151,0.05462011415650636,d-aug,V,First-row,D,d-aug-cc-pVnZ
679,LiCN,d-aug-cc-pVDZ,-99.795050635394,-99.821289359007,0.026238723612991066,d-aug,V,First-row,D,d-aug-cc-pVnZ
680,Be,d-aug-cc-pVDZ,-14.572385971583,-14.573021989368604,0.0006360177856041815,d-aug,V,First-row,D,d-aug-cc-pVnZ
681,CH3BH2,d-aug-cc-pVDZ,-65.448014670222,-65.47206213551908,0.024047465297087456,d-aug,V,First-row,D,d-aug-cc-pVnZ
682,NOCl,d-aug-cc-pVDZ,-588.728324018641,-588.7841114970596,0.05578747841855147,d-aug,V,Second-row,D,d-aug-cc-pVnZ
683,CS,d-aug-cc-pVDZ,-435.334244107566,-435.3623854607222,0.0281413531561725,d-aug,V,Second-row,D,d-aug-cc-pVnZ
684,He,d-aug-cc-pVDZ,-2.855709378375,-2.861679278747712,0.005969900372712278,d-aug,V,First-row,D,d-aug-cc-pVnZ
685,SiH4,d-aug-cc-pVDZ,-291.243457272813,-291.2685971476531,0.02513987484013569,d-aug,V,Second-row,D,d-aug-cc-pVnZ
686,CO,d-aug-cc-pVDZ,-112.755075246459,-112.79090134457724,0.03582609811823545,d-aug,V,First-row,D,d-aug-cc-pVnZ
687,O3,d-aug-cc-pVDZ,-224.289366485743,-224.36164650651108,0.07228002076809048,d-aug,V,First-row,D,d-aug-cc-pVnZ
688,BHF2,d-aug-cc-pVDZ,-224.282183124201,-224.37774418031327,0.09556105611227395,d-aug,V,Fluorine,D,d-aug-cc-pVnZ
689,NaCN,d-aug-cc-pVDZ,-254.196332409731,-254.22764856593096,0.03131615619994932,d-aug,V,Second-row,D,d-aug-cc-pVnZ
690,CH3F,d-aug-cc-pVDZ,-139.05801755569,-139.11028544439,0.05226788870001542,d-aug,V,Fluorine,D,d-aug-cc-pVnZ
691,C6H6,d-aug-cc-pVDZ,-230.728847831347,-230.7969690049737,0.06812117362670733,d-aug,V,First-row,D,d-aug-cc-pVnZ
692,Li2,d-aug-cc-pVDZ,-14.869927554273,-14.871561219608218,0.0016336653352180264,d-aug,V,First-row,D,d-aug-cc-pVnZ
693,FCN,d-aug-cc-pVDZ,-191.721724479572,-191.78747330817856,0.06574882860655862,d-aug,V,Fluorine,D,d-aug-cc-pVnZ
694,CH3NH2,d-aug-cc-pVDZ,-95.23099971351,-95.26309728117376,0.03209756766375449,d-aug,V,First-row,D,d-aug-cc-pVnZ
695,SiH3Cl,d-aug-cc-pVDZ,-750.226004997332,-750.2716834824572,0.04567848512522232,d-aug,V,Second-row,D,d-aug-cc-pVnZ
696,NH2F,d-aug-cc-pVDZ,-154.988974137834,-155.0414658687027,0.052491730868695186,d-aug,V,Fluorine,D,d-aug-cc-pVnZ
697,CO2,d-aug-cc-pVDZ,-187.66328190854,-187.7248974832067,0.0616155746666891,d-aug,V,First-row,D,d-aug-cc-pVnZ
698,HCP,d-aug-cc-pVDZ,-379.129905416209,-379.1603611802437,0.030455764034684307,d-aug,V,Second-row,D,d-aug-cc-pVnZ
699,NH2OH,d-aug-cc-pVDZ,-131.012183908269,-131.05393326435697,0.04174935608796204,d-aug,V,First-row,D,d-aug-cc-pVnZ
700,N2H2,d-aug-cc-pVDZ,-110.008285941851,-110.03919648733287,0.03091054548187344,d-aug,V,First-row,D,d-aug-cc-pVnZ
701,HNO,d-aug-cc-pVDZ,-129.809052427557,-129.84754248483563,0.038490057278636414,d-aug,V,First-row,D,d-aug-cc-pVnZ
702,ClF,d-aug-cc-pVDZ,-558.861079770162,-558.9201627529852,0.05908298282326996,d-aug,V,Second-row,D,d-aug-cc-pVnZ
703,LiBH4,d-aug-cc-pVDZ,-34.456738082406,-34.471596967704144,0.014858885298146163,d-aug,V,First-row,D,d-aug-cc-pVnZ
704,HNC,d-aug-cc-pVDZ,-92.871666611881,-92.90011293647468,0.028446324593687677,d-aug,V,First-row,D,d-aug-cc-pVnZ
705,H2O,d-aug-cc-pVDZ,-76.041807843336,-76.06744053579361,0.0256326924576058,d-aug,V,First-row,D,d-aug-cc-pVnZ
706,HCOOH,d-aug-cc-pVDZ,-188.789316635495,-188.8510042006056,0.061687565110588594,d-aug,V,First-row,D,d-aug-cc-pVnZ
707,HOF,d-aug-cc-pVDZ,-174.761618485151,-174.82228692034073,0.060668435189739967,d-aug,V,Fluorine,D,d-aug-cc-pVnZ
708,HBO,d-aug-cc-pVDZ,-100.178780357657,-100.21398400383433,0.03520364617732241,d-aug,V,First-row,D,d-aug-cc-pVnZ
709,HOOH,d-aug-cc-pVDZ,-150.798976885339,-150.84848665107518,0.04950976573618959,d-aug,V,First-row,D,d-aug-cc-pVnZ
710,NH2Cl,d-aug-cc-pVTZ,-515.111194175021,-515.1206993559537,0.009505180932706025,d-aug,V,Second-row,T,d-aug-cc-pVnZ
711,NaLi,d-aug-cc-pVTZ,-169.292581013939,-169.2937090991357,0.0011280851966830596,d-aug,V,Second-row,T,d-aug-cc-pVnZ
712,F2,d-aug-cc-pVTZ,-198.755424149762,-198.77343264581,0.01800849604799737,d-aug,V,Fluorine,T,d-aug-cc-pVnZ
713,HNS,d-aug-cc-pVTZ,-452.520089375499,-452.5308596955956,0.010770320096582964,d-aug,V,Second-row,T,d-aug-cc-pVnZ
714,N2,d-aug-cc-pVTZ,-108.984791124674,-108.99318488339196,0.008393758717957667,d-aug,V,First-row,T,d-aug-cc-pVnZ
715,HCHO,d-aug-cc-pVTZ,-113.91371890485,-113.9229129357792,0.009194030929194241,d-aug,V,First-row,T,d-aug-cc-pVnZ
716,SF2,d-aug-cc-pVTZ,-596.446115056892,-596.4748975932308,0.02878253633878103,d-aug,V,Second-row,T,d-aug-cc-pVnZ
717,LiH,d-aug-cc-pVTZ,-7.986820559587,-7.9873491301479,0.0005285705608999436,d-aug,V,First-row,T,d-aug-cc-pVnZ
718,Na2,d-aug-cc-pVTZ,-323.71498513461,-323.7170093510182,0.00202421640818784,d-aug,V,Second-row,T,d-aug-cc-pVnZ
719,SiO,d-aug-cc-pVTZ,-363.841414564518,-363.8553384434818,0.013923878963794323,d-aug,V,Second-row,T,d-aug-cc-pVnZ
720,Mg,d-aug-cc-pVTZ,-199.613351544044,-199.61463177308352,0.0012802290395086402,d-aug,V,Second-row,T,d-aug-cc-pVnZ
721,BH2Cl,d-aug-cc-pVTZ,-485.398303986566,-485.4050785127743,0.006774526208289444,d-aug,V,Second-row,T,d-aug-cc-pVnZ
722,SH2,d-aug-cc-pVTZ,-398.713928532358,-398.720249758543,0.006321226184979878,d-aug,V,Second-row,T,d-aug-cc-pVnZ
723,P2,d-aug-cc-pVTZ,-681.490864745344,-681.5002419595646,0.009377214220648966,d-aug,V,Second-row,T,d-aug-cc-pVnZ
724,HOCl,d-aug-cc-pVTZ,-534.922670475733,-534.9347567499336,0.012086274200669322,d-aug,V,Second-row,T,d-aug-cc-pVnZ
725,N2H4,d-aug-cc-pVTZ,-111.220137833592,-111.22886565240296,0.008727818810953636,d-aug,V,First-row,T,d-aug-cc-pVnZ
726,NaCl,d-aug-cc-pVTZ,-621.454795565041,-621.4605931601421,0.005797595101171282,d-aug,V,Second-row,T,d-aug-cc-pVnZ
727,HCCCl,d-aug-cc-pVTZ,-535.775567780247,-535.7866704648576,0.011102684610591496,d-aug,V,Second-row,T,d-aug-cc-pVnZ
728,SiH3F,d-aug-cc-pVTZ,-390.228850754724,-390.2484129041651,0.019562149441071597,d-aug,V,Second-row,T,d-aug-cc-pVnZ
729,HCl,d-aug-cc-pVTZ,-460.107668397349,-460.1128288640629,0.0051604667139031335,d-aug,V,Second-row,T,d-aug-cc-pVnZ
730,P2H4,d-aug-cc-pVTZ,-683.827323668121,-683.8400444467295,0.012720778608468208,d-aug,V,Second-row,T,d-aug-cc-pVnZ
731,HCN,d-aug-cc-pVTZ,-92.908853758919,-92.91544634893856,0.006592590019565137,d-aug,V,First-row,T,d-aug-cc-pVnZ
732,H2,d-aug-cc-pVTZ,-1.133031336301,-1.1336222994266816,0.0005909631256815207,d-aug,V,First-row,T,d-aug-cc-pVnZ
733,Mg2,d-aug-cc-pVTZ,-399.224010089952,-399.2265787145141,0.0025686245621159287,d-aug,V,Second-row,T,d-aug-cc-pVnZ
734,CSO,d-aug-cc-pVTZ,-510.340890067206,-510.3560432360895,0.015153168883500712,d-aug,V,Second-row,T,d-aug-cc-pVnZ
735,PH3O,d-aug-cc-pVTZ,-417.391780072708,-417.412960631196,0.021180558487969847,d-aug,V,Second-row,T,d-aug-cc-pVnZ
736,FNO,d-aug-cc-pVTZ,-228.710545252143,-228.72966687021048,0.019121618067487134,d-aug,V,Fluorine,T,d-aug-cc-pVnZ
737,S2H2,d-aug-cc-pVTZ,-796.262346984752,-796.2748019998024,0.012455015050477414,d-aug,V,Second-row,T,d-aug-cc-pVnZ
738,CH3OH,d-aug-cc-pVTZ,-115.091593210418,-115.10105789918822,0.009464688770222551,d-aug,V,First-row,T,d-aug-cc-pVnZ
739,NH3O,d-aug-cc-pVTZ,-131.006633673304,-131.01719613094002,0.010562457636012823,d-aug,V,First-row,T,d-aug-cc-pVnZ
740,BF,d-aug-cc-pVTZ,-124.157254079366,-124.16860420179052,0.01135012242451694,d-aug,V,Fluorine,T,d-aug-cc-pVnZ
741,OCl2,d-aug-cc-pVTZ,-993.781590199309,-993.7989307472096,0.017340547900630554,d-aug,V,Second-row,T,d-aug-cc-pVnZ
742,HBS,d-aug-cc-pVTZ,-422.835772479468,-422.8426665433457,0.006894063877666667,d-aug,V,Second-row,T,d-aug-cc-pVnZ
743,C2H2,d-aug-cc-pVTZ,-76.850253403872,-76.85569409750497,0.005440693632962734,d-aug,V,First-row,T,d-aug-cc-pVnZ
744,HF,d-aug-cc-pVTZ,-100.06117723756,-100.07080831122995,0.009631073669950752,d-aug,V,Fluorine,T,d-aug-cc-pVnZ
745,SO2,d-aug-cc-pVTZ,-547.292451446841,-547.3272441948739,0.03479274803282806,d-aug,V,Second-row,T,d-aug-cc-pVnZ
746,Cl2,d-aug-cc-pVTZ,-919.00024604816,-919.0108100759442,0.010564027784198515,d-aug,V,Second-row,T,d-aug-cc-pVnZ
747,Ar,d-aug-cc-pVTZ,-526.813369243248,-526.8175012159218,0.00413197267380383,d-aug,V,Second-row,T,d-aug-cc-pVnZ
748,PH3,d-aug-cc-pVTZ,-342.487683414371,-342.49455275696744,0.006869342596417027,d-aug,V,Second-row,T,d-aug-cc-pVnZ
749,NH3,d-aug-cc-pVTZ,-56.220344182052,-56.2249450087954,0.004600826743399011,d-aug,V,First-row,T,d-aug-cc-pVnZ
750,CH2BH,d-aug-cc-pVTZ,-64.247554161166,-64.25221923994584,0.004665078779851228,d-aug,V,First-row,T,d-aug-cc-pVnZ
751,HCCF,d-aug-cc-pVTZ,-175.715191046566,-175.72950415795736,0.014313111391373923,d-aug,V,Fluorine,T,d-aug-cc-pVnZ
752,CH2NH,d-aug-cc-pVTZ,-94.069118491036,-94.07615662952324,0.007038138487246215,d-aug,V,First-row,T,d-aug-cc-pVnZ
753,SCl2,d-aug-cc-pVTZ,-1316.566085951251,-1316.5829079576567,0.01682200640584597,d-aug,V,Second-row,T,d-aug-cc-pVnZ
754,CH3SH,d-aug-cc-pVTZ,-437.756105857154,-437.7653462094153,0.009240352261315365,d-aug,V,Second-row,T,d-aug-cc-pVnZ
755,CH3Cl,d-aug-cc-pVTZ,-499.145961726814,-499.1538869843695,0.007925257555484677,d-aug,V,Second-row,T,d-aug-cc-pVnZ
756,BeH2,d-aug-cc-pVTZ,-15.77196225536,-15.773218276632424,0.0012560212724235242,d-aug,V,First-row,T,d-aug-cc-pVnZ
757,LiCl,d-aug-cc-pVTZ,-467.052151464129,-467.0561555507923,0.004004086663314865,d-aug,V,Second-row,T,d-aug-cc-pVnZ
758,HCHS,d-aug-cc-pVTZ,-436.557832979248,-436.5666245145548,0.008791535306784226,d-aug,V,Second-row,T,d-aug-cc-pVnZ
759,NaH,d-aug-cc-pVTZ,-162.391055056238,-162.39334594193485,0.002290885696851319,d-aug,V,Second-row,T,d-aug-cc-pVnZ
760,Ne,d-aug-cc-pVTZ,-128.533288308179,-128.54709508140573,0.01380677322671886,d-aug,V,First-row,T,d-aug-cc-pVnZ
761,BH3,d-aug-cc-pVTZ,-26.400308381616,-26.402604195447275,0.002295813831274529,d-aug,V,First-row,T,d-aug-cc-pVnZ
762,C2H4,d-aug-cc-pVTZ,-78.064194495985,-78.07005740634631,0.005862910361301488,d-aug,V,First-row,T,d-aug-cc-pVnZ
763,ClCN,d-aug-cc-pVTZ,-551.831765982698,-551.8439976993157,0.012231716617634447,d-aug,V,Second-row,T,d-aug-cc-pVnZ
764,OF2,d-aug-cc-pVTZ,-273.563792075006,-273.5872079514327,0.023415876426668092,d-aug,V,Fluorine,T,d-aug-cc-pVnZ
765,CH4,d-aug-cc-pVTZ,-40.213674495739,-40.21707461893389,0.0034001231948934674,d-aug,V,First-row,T,d-aug-cc-pVnZ
766,BH2F,d-aug-cc-pVTZ,-125.375014681149,-125.38651116165326,0.011496480504263218,d-aug,V,Fluorine,T,d-aug-cc-pVnZ
767,HCONH2,d-aug-cc-pVTZ,-169.005653663986,-169.01912623575151,0.013472571765504426,d-aug,V,First-row,T,d-aug-cc-pVnZ
768,LiCN,d-aug-cc-pVTZ,-99.814749811988,-99.821289359007,0.006539547019002612,d-aug,V,First-row,T,d-aug-cc-pVnZ
769,Be,d-aug-cc-pVTZ,-14.572876029664,-14.573021989368604,0.0001459597046036265,d-aug,V,First-row,T,d-aug-cc-pVnZ
770,CH3BH2,d-aug-cc-pVTZ,-65.46688338171,-65.47206213551908,0.005178753809076397,d-aug,V,First-row,T,d-aug-cc-pVnZ
771,NOCl,d-aug-cc-pVTZ,-588.769870737785,-588.7841114970596,0.014240759274571246,d-aug,V,Second-row,T,d-aug-cc-pVnZ
772,CS,d-aug-cc-pVTZ,-435.353792677026,-435.3623854607222,0.008592783696201423,d-aug,V,Second-row,T,d-aug-cc-pVnZ
773,He,d-aug-cc-pVTZ,-2.861183871358,-2.861679278747712,0.0004954073897120992,d-aug,V,First-row,T,d-aug-cc-pVnZ
774,SiH4,d-aug-cc-pVTZ,-291.260967195064,-291.2685971476531,0.007629952589127242,d-aug,V,Second-row,T,d-aug-cc-pVnZ
775,CO,d-aug-cc-pVTZ,-112.781691288994,-112.79090134457724,0.009210055583238841,d-aug,V,First-row,T,d-aug-cc-pVnZ
776,O3,d-aug-cc-pVTZ,-224.343272243338,-224.36164650651108,0.018374263173086547,d-aug,V,First-row,T,d-aug-cc-pVnZ
777,BHF2,d-aug-cc-pVTZ,-224.357070990242,-224.37774418031327,0.020673190071278214,d-aug,V,Fluorine,T,d-aug-cc-pVnZ
778,NaCN,d-aug-cc-pVTZ,-254.219483346614,-254.22764856593096,0.008165219316964567,d-aug,V,Second-row,T,d-aug-cc-pVnZ
779,CH3F,d-aug-cc-pVTZ,-139.098146611233,-139.11028544439,0.012138833156996043,d-aug,V,Fluorine,T,d-aug-cc-pVnZ
780,C6H6,d-aug-cc-pVTZ,-230.780878457327,-230.7969690049737,0.01609054764671214,d-aug,V,First-row,T,d-aug-cc-pVnZ
781,Li2,d-aug-cc-pVTZ,-14.8714015269,-14.871561219608218,0.0001596927082179178,d-aug,V,First-row,T,d-aug-cc-pVnZ
